split,support_tier,model,horizon,n_cases,n_lakes,MAE,RMSE,mean_bias,MASE,pct_lakes_beat_naive,n_interval_80,coverage_80,width_80,n_interval_95,coverage_95,width_95
development,Full,Recent 5-calendar-year mean,1,2780,359,0.4679933087216508,0.6413340500403666,0.022125163971055312,0.8250574509997705,69.08077994428969,2780,0.8413669064748202,1.631442457273648,2780,0.968705035971223,2.9205069298975155
development,Full,Recent 5-calendar-year mean,3,2699,355,0.5222491385594131,0.7187189423846362,-0.05899538410517093,0.9165757301287444,71.26760563380282,2699,0.8373471656168952,1.8180120555661867,2699,0.9625787328640237,3.1955112693192866
development,Full,Recent 5-calendar-year mean,5,2663,346,0.5493831829276347,0.7640221213780436,-0.13026718404348728,0.952826181318381,72.54335260115607,2663,0.8400300413067968,1.9104082560521638,2663,0.9598197521592189,3.450121898992925
development,Full,Recent 5-calendar-year mean,10,2536,334,0.6137290550503943,0.8760829238517491,-0.1727688371281663,1.0601189142144225,76.04790419161677,2536,0.8556782334384858,2.2026097367698316,2536,0.9692429022082019,3.9020826779927833
development,Full,Shrink recent/long-run 25/75,1,2780,359,0.486563677478598,0.6544668116208208,-0.012829582105282315,0.8690870987313495,64.62395543175488,2780,0.8377697841726619,1.689898135391193,2780,0.9643884892086331,2.971505490363159
development,Full,Shrink recent/long-run 25/75,3,2699,355,0.5331923411763277,0.716455590412037,-0.08887797686031532,0.9442871625040004,69.85915492957746,2699,0.8332715820674323,1.8300782807267069,2699,0.9644312708410523,3.1670018325382454
development,Full,Shrink recent/long-run 25/75,5,2663,346,0.5641772946254022,0.7725004430458159,-0.16206842451661904,0.9906707931108518,68.20809248554913,2663,0.8396545249718362,1.9283094174441187,2663,0.9616973338340218,3.322011777147574
development,Full,Shrink recent/long-run 25/75,10,2536,334,0.6419101357535276,0.9087183902913419,-0.20647216906228594,1.1160614457423261,67.66467065868264,2536,0.8288643533123028,2.1594822485568432,2536,0.9625394321766562,3.7003709909264306
development,Full,Shrink recent/long-run 50/50,1,2780,359,0.4644138082600703,0.6292791800920635,-0.0011780000798364326,0.8262014872501389,67.68802228412257,2780,0.8460431654676259,1.620785590708673,2780,0.9636690647482015,2.90638059535975
development,Full,Shrink recent/long-run 50/50,3,2699,355,0.5151303702923932,0.698089953793653,-0.07891711260860051,0.9099981499158613,72.95774647887325,2699,0.833642089662838,1.7756699505236095,2699,0.964801778436458,3.094623454850135
development,Full,Shrink recent/long-run 50/50,5,2663,346,0.5463686282669327,0.7515113668025546,-0.15146801102557508,0.9553060901137602,72.83236994219652,2663,0.8404055576417574,1.8757049425512258,2663,0.9616973338340218,3.2579988363438694
development,Full,Shrink recent/long-run 50/50,10,2536,334,0.6190124795606584,0.8820758226579852,-0.19523772508424608,1.072935874498337,73.35329341317365,2536,0.8426656151419558,2.1423839698116285,2536,0.9637223974763407,3.709963317390083
